company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_list,investor_market,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,funded_month,funded_quarter,funded_year,raised_amount_usd
/organization/leapin,LEAPIN Digital Keys,|Wireless|Apps|Security|Mobile|,Apps,AUS,,Brisbane,Gold Coast,/organization/10xelerator,10Xelerator,|Venture Capital|Non Profit|Startups|Finance|,Finance,USA,OH,Atlanta,Columbus,/funding-round/33fbea0c06971aac9297ff2f9e56512f,seed,,2013-08-16T00:00:00,2013-08,2013-Q3,2013.0,
/organization/launchgram,LaunchGram,|News|,News,USA,CA,SF Bay Area,Mountain View,/organization/10xelerator,10Xelerator,|Venture Capital|Non Profit|Startups|Finance|,Finance,USA,OH,Atlanta,Columbus,/funding-round/442e43a087329e2274614a0290f0a725,grant,,2012-01-23T00:00:00,2012-01,2012-Q1,2012.0,"20,000"
/organization/acceptd,Acceptd,|Software|,Software,USA,OH,SF Bay Area,Dublin,/organization/10xelerator,10Xelerator,|Venture Capital|Non Profit|Startups|Finance|,Finance,USA,OH,Atlanta,Columbus,/funding-round/fb463b83b58d2ec2f66086ded08abbf6,seed,,2011-06-01T00:00:00,2011-06,2011-Q2,2011.0,"20,000"
/organization/oye,OYE!,|Internet Marketing|Big Data|Social Media|Analytics|,Social Media,USA,OH,Atlanta,Columbus,/organization/10xelerator,10Xelerator,|Venture Capital|Non Profit|Startups|Finance|,Finance,USA,OH,Atlanta,Columbus,/funding-round/fe9724bed22fb9bb9b36b1d673a3aa34,seed,,2013-09-04T00:00:00,2013-09,2013-Q3,2013.0,"20,000"
/organization/imagry,Imagry,|Mobile|Crowdsourcing|Publishing|Software|,Software,USA,OH,Atlanta,Columbus,/organization/10xelerator,10Xelerator,|Venture Capital|Non Profit|Startups|Finance|,Finance,USA,OH,Atlanta,Columbus,/funding-round/f5c4dbe6cc315ce07dcb536cfb880500,seed,,2013-09-01T00:00:00,2013-09,2013-Q3,2013.0,"20,000"
/organization/moveez,MoveEZ,|Curated Web|,Curated Web,USA,OH,Atlanta,Columbus,/organization/10xelerator,10Xelerator,|Venture Capital|Non Profit|Startups|Finance|,Finance,USA,OH,Atlanta,Columbus,/funding-round/7e449f6ae08a1e51fb6615b19ecf0f23,grant,,2013-09-16T00:00:00,2013-09,2013-Q3,2013.0,"20,000"
/organization/prized,Prized,|Games|,Games,JPN,,Kochi,Usa,/organization/10xelerator,10Xelerator,|Venture Capital|Non Profit|Startups|Finance|,Finance,USA,OH,Atlanta,Columbus,/funding-round/fe05c603156add1e2c6727c03bfefc03,seed,,2013-08-10T00:00:00,2013-08,2013-Q3,2013.0,"20,000"
/organization/acclaimd,Acclaimd,|Recruiting|Social Recruiting|Career Management|Analytics|,Recruiting,USA,OH,Atlanta,Columbus,/organization/10xelerator,10Xelerator,|Venture Capital|Non Profit|Startups|Finance|,Finance,USA,OH,Atlanta,Columbus,/funding-round/8be2b25df941d305005243377658a7dc,seed,,2012-06-01T00:00:00,2012-06,2012-Q2,2012.0,"20,000"
/organization/connecttohome,ConnectToHome,|News|Technology|Media|None|,News,USA,OH,Toledo,Clyde,/organization/10xelerator,10Xelerator,|Venture Capital|Non Profit|Startups|Finance|,Finance,USA,OH,Atlanta,Columbus,/funding-round/e007a0e31f841dcd3ba7df07373b5f79,grant,,2013-09-19T00:00:00,2013-09,2013-Q3,2013.0,"20,000"
/organization/fly-apparel,Fly Apparel,|E-Commerce|Fashion|,Fashion,USA,OH,Atlanta,Columbus,/organization/10xelerator,10Xelerator,|Venture Capital|Non Profit|Startups|Finance|,Finance,USA,OH,Atlanta,Columbus,/funding-round/c1f065ccc2475d2307afc8dc35735dfe,seed,,2013-09-01T00:00:00,2013-09,2013-Q3,2013.0,"20,000"
